idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,original_tags,verified_tags,pending_tags,rejected_tags,total_tags_count,verified_tags_count,avg_confidence_score,verification_status,verified_by_experts,last_verified_at,verification_notes,strDrinkThumb,strVideo
17222,A1,Cocktail,Alcoholic,"Cocktail glass","Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.","Alcoholic,British,Citrus,Clear,CocktailGlass,Cold,Fruit,Fruity,Gin,GrandMarnier,Mild,Red,SemiSweet,Shaken,Sour,Sweet,Syrup","Syrup (100.00%); Sweet (100.00%); Sour (100.00%); Shaken (100.00%); SemiSweet (100.00%); Red (100.00%); Mild (100.00%); GrandMarnier (100.00%); Gin (100.00%); Fruity (100.00%); Fruit (100.00%); Cold (100.00%); CocktailGlass (100.00%); Clear (100.00%); Citrus (100.00%); British (100.00%); Alcoholic (100.00%); Classic (90.00%); GlutenFree (90.00%); HighlyRefreshing (90.00%); MildStrength (90.00%); Digestif (90.00%); Aperitif (90.00%); Socializing (90.00%); refreshing (90.00%); Bold (90.00%); Strong (90.00%); Energetic (90.00%); Celebratory (90.00%); Afternoon (90.00%); Morning (90.00%); HotWeather (90.00%)",,,32,32,95.31,fully_verified,expert1,"2026-01-18 12:34:36",,https://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,
